id,filename,raw_component_id,area,x0,y0,x1,y1,native_width,native_height,crop_width,crop_height,anchor_x,anchor_y,size_class,occupancy
38,sprite_038__native_102x68__crop_108x74.png,115,3082,654,255,756,323,102,68,108,74,53.5,71.0,large_prop,0.444348
39,sprite_039__native_96x67__crop_102x73.png,113,2973,786,254,882,321,96,67,102,73,74.0,70.0,large_prop,0.46222
40,sprite_040__native_129x71__crop_135x77.png,107,3488,908,249,1037,320,129,71,135,77,18.5,74.0,large_prop,0.380828
41,sprite_041__native_126x67__crop_132x73.png,116,4755,1115,255,1241,322,126,67,132,73,114.0,70.0,large_prop,0.563255
42,sprite_042__native_131x140__crop_137x146.png,108,6047,1047,249,1178,389,131,140,137,146,110.0,143.0,large_prop,0.329716
43,sprite_043__native_79x70__crop_85x76.png,135,4182,10,314,89,384,79,70,85,76,60.0,73.0,medium_prop,0.756239
44,sprite_044__native_96x63__crop_102x69.png,148,4467,98,323,194,386,96,63,102,69,84.0,66.0,large_prop,0.738591
45,sprite_045__native_115x64__crop_121x70.png,145,5273,209,321,324,385,115,64,121,70,101.0,67.0,large_prop,0.71644
46,sprite_046__native_88x68__crop_94x74.png,146,4087,335,321,423,389,88,68,94,74,47.0,71.0,medium_prop,0.682988
47,sprite_047__native_95x56__crop_101x62.png,154,4239,435,327,530,383,95,56,101,62,41.0,59.0,medium_prop,0.796805
48,sprite_048__native_88x57__crop_94x63.png,157,2880,542,329,630,386,88,57,94,63,77.0,60.0,medium_prop,0.574163
49,sprite_049__native_113x56__crop_119x62.png,158,3473,647,329,760,385,113,56,119,62,16.0,59.0,large_prop,0.548831
50,sprite_050__native_100x74__crop_106x80.png,147,4009,772,321,872,395,100,74,106,80,12.0,77.0,large_prop,0.541757
51,sprite_051__native_70x58__crop_76x64.png,159,2251,884,330,954,388,70,58,76,64,17.0,61.0,medium_prop,0.554433
52,sprite_052__native_93x64__crop_99x70.png,149,4193,976,324,1069,388,93,64,99,70,66.5,67.0,medium_prop,0.704469
53,sprite_053__native_36x58__crop_42x64.png,160,1633,1195,330,1231,388,36,58,42,64,20.0,61.0,medium_prop,0.782088
54,sprite_054__native_31x71__crop_37x77.png,194,1493,17,381,48,452,31,71,37,77,18.0,74.0,tall_prop,0.678328
55,sprite_055__native_29x62__crop_35x68.png,199,1127,80,390,109,452,29,62,35,68,18.0,65.0,medium_prop,0.626808
56,sprite_056__native_24x64__crop_30x70.png,201,1148,145,391,169,455,24,64,30,70,14.0,67.0,tall_prop,0.747396
57,sprite_057__native_127x56__crop_133x62.png,207,4978,187,396,314,452,127,56,133,62,111.0,59.0,large_prop,0.699944
58,sprite_058__native_70x59__crop_76x65.png,208,2927,333,396,403,455,70,59,76,65,41.0,62.0,medium_prop,0.708717
59,sprite_059__native_92x56__crop_98x62.png,209,3780,418,396,510,452,92,56,98,62,76.5,59.0,medium_prop,0.733696
60,sprite_060__native_25x65__crop_31x71.png,205,1135,526,393,551,458,25,65,31,71,15.0,68.0,tall_prop,0.698462
61,sprite_061__native_24x55__crop_30x61.png,211,979,559,402,583,457,24,55,30,61,15.0,58.0,small_prop,0.741667
62,sprite_062__native_38x68__crop_44x74.png,200,2231,601,390,639,458,38,68,44,74,21.0,71.0,tall_prop,0.86339
63,sprite_063__native_191x50__crop_197x56.png,212,9060,658,402,849,452,191,50,197,56,102.0,53.0,large_prop,0.948691
64,sprite_064__native_54x62__crop_60x68.png,210,1790,858,396,912,458,54,62,60,68,37.0,65.0,medium_prop,0.534648
65,sprite_065__native_68x63__crop_74x69.png,202,2677,920,391,988,454,68,63,74,69,20.0,66.0,medium_prop,0.624883
66,sprite_066__native_50x105__crop_56x111.png,198,2129,1064,388,1114,493,50,105,56,111,33.5,108.0,tall_prop,0.405524
67,sprite_067__native_21x53__crop_27x59.png,215,949,1124,437,1145,490,21,53,27,59,12.0,56.0,small_prop,0.85265
68,sprite_068__native_47x98__crop_53x104.png,203,2420,1144,392,1191,490,47,98,53,104,12.0,101.0,tall_prop,0.525402
69,sprite_069__native_39x99__crop_45x105.png,204,2042,1203,392,1242,491,39,99,45,105,23.0,102.0,tall_prop,0.528879
70,sprite_070__native_55x98__crop_61x104.png,220,4987,10,455,65,553,55,98,61,104,30.0,101.0,tall_prop,0.925232
71,sprite_071__native_53x98__crop_59x104.png,219,4617,79,454,132,552,53,98,59,104,28.0,101.0,tall_prop,0.88891
72,sprite_072__native_66x93__crop_72x99.png,221,5134,142,460,208,553,66,93,72,99,31.0,96.0,tall_prop,0.836429
73,sprite_073__native_55x100__crop_61x106.png,217,4763,214,452,269,552,55,100,61,106,29.0,103.0,tall_prop,0.866
74,sprite_074__native_63x87__crop_69x93.png,226,4778,282,462,345,549,63,87,69,93,33.0,90.0,tall_prop,0.871739
75,sprite_075__native_56x92__crop_62x98.png,224,4453,363,461,419,553,56,92,62,98,42.0,95.0,tall_prop,0.864325
76,sprite_076__native_63x85__crop_69x91.png,234,4431,498,466,561,551,63,85,69,91,27.0,88.0,medium_prop,0.827451
77,sprite_077__native_51x81__crop_57x87.png,237,3779,580,467,631,548,51,81,57,87,21.0,84.0,tall_prop,0.914791
78,sprite_078__native_55x89__crop_61x95.png,222,4131,650,460,705,549,55,89,61,95,21.0,92.0,tall_prop,0.843922
79,sprite_079__native_74x84__crop_80x90.png,238,5479,723,467,797,551,74,84,80,90,46.0,87.0,medium_prop,0.881435
80,sprite_080__native_42x80__crop_48x86.png,235,3181,812,466,854,546,42,80,48,86,22.0,83.0,tall_prop,0.946726
81,sprite_081__native_52x86__crop_58x92.png,236,3666,867,466,919,552,52,86,58,92,34.0,89.0,tall_prop,0.819767
82,sprite_082__native_64x79__crop_70x85.png,232,4375,932,465,996,544,64,79,70,85,31.0,82.0,medium_prop,0.865309
83,sprite_083__native_83x233__crop_89x239.png,206,9760,998,394,1081,627,83,233,89,239,44.0,236.0,tall_prop,0.50468
84,sprite_084__native_83x56__crop_89x62.png,248,3345,1089,497,1172,553,83,56,89,62,47.0,59.0,medium_prop,0.719664
85,sprite_085__native_65x55__crop_71x61.png,250,3174,1177,498,1242,553,65,55,71,61,32.0,58.0,medium_prop,0.887832
86,sprite_086__native_61x65__crop_67x71.png,282,2680,10,558,71,623,61,65,67,71,52.0,68.0,medium_prop,0.675914
87,sprite_087__native_83x65__crop_89x71.png,281,4245,81,557,164,622,83,65,89,71,39.0,68.0,medium_prop,0.78684
88,sprite_088__native_82x66__crop_88x72.png,280,4797,175,556,257,622,82,66,88,72,56.5,69.0,medium_prop,0.886364
89,sprite_089__native_91x70__crop_97x76.png,274,5280,265,554,356,624,91,70,97,76,32.0,73.0,medium_prop,0.828885
90,sprite_090__native_128x236__crop_134x242.png,225,14924,365,461,493,697,128,236,134,242,93.0,239.0,tall_prop,0.494041
91,sprite_091__native_76x52__crop_82x58.png,288,3854,466,563,542,615,76,52,82,58,40.0,55.0,medium_prop,0.975202
92,sprite_092__native_60x59__crop_66x65.png,283,3422,714,559,774,618,60,59,66,65,32.0,62.0,medium_prop,0.966667
93,sprite_093__native_135x54__crop_141x60.png,289,6709,787,564,922,618,135,54,141,60,91.0,57.0,large_prop,0.920302
94,sprite_094__native_62x55__crop_68x61.png,291,3298,933,565,995,620,62,55,68,61,33.5,58.0,medium_prop,0.967155
95,sprite_095__native_44x81__crop_50x87.png,278,2125,1081,555,1125,636,44,81,50,87,40.0,84.0,tall_prop,0.59624
96,sprite_096__native_43x80__crop_49x86.png,285,3138,1134,559,1177,639,43,80,49,86,25.0,83.0,tall_prop,0.912209
97,sprite_097__native_56x61__crop_62x67.png,292,2822,1186,566,1242,627,56,61,62,67,33.0,64.0,medium_prop,0.826112
98,sprite_098__native_145x145__crop_151x151.png,275,15012,553,554,698,699,145,145,151,151,88.0,148.0,large_prop,0.714007
99,sprite_099__native_108x71__crop_114x77.png,316,6370,10,629,118,700,108,71,114,77,67.0,74.0,large_prop,0.830725
100,sprite_100__native_112x66__crop_118x72.png,317,5595,120,629,232,695,112,66,118,72,59.0,69.0,large_prop,0.756899
101,sprite_101__native_107x76__crop_113x82.png,313,6149,241,627,348,703,107,76,113,82,70.0,79.0,large_prop,0.756149
102,sprite_102__native_55x64__crop_61x70.png,322,2406,358,636,413,700,55,64,61,70,44.0,67.0,medium_prop,0.683523
103,sprite_103__native_78x70__crop_84x76.png,318,4125,504,629,582,699,78,70,84,76,45.0,73.0,medium_prop,0.755495
104,sprite_104__native_55x71__crop_61x77.png,312,3775,697,626,752,697,55,71,61,77,31.0,74.0,medium_prop,0.966709
105,sprite_105__native_65x79__crop_71x85.png,315,4141,846,628,911,707,65,79,71,85,36.0,82.0,medium_prop,0.806426
106,sprite_106__native_50x65__crop_56x71.png,323,2985,1010,638,1060,703,50,65,56,71,28.0,68.0,medium_prop,0.918462
107,sprite_107__native_27x59__crop_33x65.png,325,1491,1081,643,1108,702,27,59,33,65,16.0,62.0,medium_prop,0.93597
108,sprite_108__native_110x77__crop_116x83.png,321,6394,1127,632,1237,709,110,77,116,83,36.0,80.0,large_prop,0.7549
109,sprite_109__native_119x167__crop_125x173.png,314,13237,722,628,841,795,119,167,125,173,75.0,170.0,tall_prop,0.66608
110,sprite_110__native_64x77__crop_70x83.png,349,3476,9,703,73,780,64,77,70,83,35.0,80.0,medium_prop,0.705357
111,sprite_111__native_76x86__crop_82x92.png,344,4582,81,698,157,784,76,86,82,92,51.0,89.0,medium_prop,0.70104
112,sprite_112__native_119x79__crop_125x85.png,347,6772,284,702,403,781,119,79,125,85,24.5,82.0,large_prop,0.720349
113,sprite_113__native_124x79__crop_130x85.png,360,7075,413,707,537,786,124,79,130,85,41.0,82.0,large_prop,0.722234
114,sprite_114__native_93x82__crop_99x88.png,361,4911,624,707,717,789,93,82,99,88,44.0,85.0,medium_prop,0.643981
115,sprite_115__native_118x223__crop_124x229.png,319,14329,917,629,1035,852,118,223,124,229,67.0,226.0,tall_prop,0.544539
116,sprite_116__native_101x65__crop_107x71.png,359,5831,1028,706,1129,771,101,65,107,71,56.0,68.0,large_prop,0.888195
117,sprite_117__native_104x147__crop_110x153.png,346,9764,168,701,272,848,104,147,110,153,77.0,150.0,tall_prop,0.638671
118,sprite_118__native_98x154__crop_104x160.png,350,8970,550,703,648,857,98,154,104,160,56.0,157.0,tall_prop,0.594355
119,sprite_119__native_89x62__crop_95x68.png,391,4263,9,785,98,847,89,62,95,68,67.0,65.0,medium_prop,0.772563
120,sprite_120__native_116x148__crop_122x154.png,365,10874,1127,712,1243,860,116,148,122,154,63.0,151.0,large_prop,0.633388
121,sprite_121__native_83x55__crop_89x61.png,398,4214,279,791,362,846,83,55,89,61,43.5,58.0,medium_prop,0.923111
122,sprite_122__native_111x199__crop_117x205.png,368,12581,809,737,920,936,111,199,117,205,43.0,202.0,tall_prop,0.56956
123,sprite_123__native_105x154__crop_111x160.png,387,10744,439,783,544,937,105,154,111,160,47.0,157.0,tall_prop,0.66444
124,sprite_124__native_158x150__crop_164x156.png,395,12571,627,787,785,937,158,150,164,156,46.0,153.0,large_prop,0.530422
125,sprite_125__native_82x148__crop_88x154.png,388,7334,1037,783,1119,931,82,148,88,154,41.0,151.0,tall_prop,0.604318
126,sprite_126__native_186x247__crop_192x253.png,392,19079,8,786,194,1033,186,247,192,253,97.0,250.0,large_prop,0.415284
127,sprite_127__native_75x85__crop_81x91.png,404,5326,11,851,86,936,75,85,81,91,38.0,88.0,medium_prop,0.835451
128,sprite_128__native_84x86__crop_90x92.png,402,5908,265,850,349,936,84,86,90,92,41.5,89.0,medium_prop,0.817829
129,sprite_129__native_68x78__crop_74x84.png,414,4595,545,859,613,937,68,78,74,84,29.0,81.0,medium_prop,0.866327
130,sprite_130__native_74x76__crop_80x82.png,415,4747,734,860,808,936,74,76,80,82,42.0,79.0,medium_prop,0.844061
131,sprite_131__native_77x76__crop_83x82.png,417,4674,896,861,973,937,77,76,83,82,45.0,79.0,medium_prop,0.798701
132,sprite_132__native_39x70__crop_45x76.png,418,2407,987,861,1026,931,39,70,45,76,22.5,73.0,tall_prop,0.881685
133,sprite_133__native_70x72__crop_76x78.png,419,3682,1118,863,1188,935,70,72,76,78,30.0,75.0,medium_prop,0.730556
134,sprite_134__native_43x61__crop_49x67.png,420,2450,1197,871,1240,932,43,61,49,67,24.0,64.0,medium_prop,0.934045
135,sprite_135__native_176x188__crop_182x194.png,405,19484,146,852,322,1040,176,188,182,194,122.0,191.0,large_prop,0.588854
136,sprite_136__native_226x361__crop_232x367.png,386,32555,258,783,484,1144,226,361,232,367,98.0,364.0,tall_prop,0.399027
137,sprite_137__native_214x95__crop_220x101.png,448,14757,777,938,991,1033,214,95,220,101,105.0,98.0,large_prop,0.725873
138,sprite_138__native_149x148__crop_155x154.png,452,12572,492,941,641,1089,149,148,155,154,80.0,151.0,large_prop,0.570107
139,sprite_139__native_152x147__crop_158x153.png,449,11814,651,939,803,1086,152,147,158,153,105.0,150.0,large_prop,0.528733
140,sprite_140__native_107x75__crop_113x81.png,477,5728,610,1026,717,1101,107,75,113,81,61.0,78.0,large_prop,0.713769
141,sprite_141__native_451x258__crop_457x264.png,440,55283,791,935,1242,1193,451,258,457,264,204.0,261.0,large_prop,0.475111
142,sprite_142__native_58x81__crop_64x87.png,487,2884,194,1037,252,1118,58,81,64,87,38.0,84.0,tall_prop,0.613878
143,sprite_143__native_84x109__crop_90x115.png,482,6238,459,1029,543,1138,84,109,90,115,66.0,112.0,large_prop,0.681302
144,sprite_144__native_188x173__crop_194x179.png,484,21601,9,1031,197,1204,188,173,194,179,103.0,176.0,large_prop,0.664156
145,sprite_145__native_79x57__crop_85x63.png,499,3155,691,1088,770,1145,79,57,85,63,29.0,60.0,medium_prop,0.700644
146,sprite_146__native_38x34__crop_44x40.png,524,1069,352,1150,390,1184,38,34,44,40,25.0,37.0,tile_scale,0.827399
147,sprite_147__native_86x112__crop_92x118.png,501,6168,549,1091,635,1203,86,112,92,118,24.0,115.0,large_prop,0.640365
148,sprite_148__native_62x63__crop_68x69.png,515,2660,637,1128,699,1191,62,63,68,69,37.0,66.0,medium_prop,0.681004
149,sprite_149__native_44x45__crop_50x51.png,522,1175,1055,1144,1099,1189,44,45,50,51,18.0,48.0,small_prop,0.593434
150,sprite_150__native_202x121__crop_208x127.png,512,15721,156,1124,358,1245,202,121,208,127,102.0,124.0,large_prop,0.643196
151,sprite_151__native_145x114__crop_151x120.png,516,11036,379,1130,524,1244,145,114,151,120,86.0,117.0,large_prop,0.667635
152,sprite_152__native_163x99__crop_169x105.png,523,11396,729,1146,892,1245,163,99,169,105,61.0,102.0,large_prop,0.706203
153,sprite_153__native_145x113__crop_151x119.png,517,11834,1096,1132,1241,1245,145,113,151,119,72.0,116.0,large_prop,0.722246
154,sprite_154__native_69x55__crop_75x61.png,534,2547,10,1189,79,1244,69,55,75,61,52.0,58.0,medium_prop,0.671146
155,sprite_155__native_46x35__crop_52x41.png,540,1160,93,1208,139,1243,46,35,52,41,27.0,38.0,small_prop,0.720497
156,sprite_156__native_66x36__crop_72x42.png,541,1620,530,1209,596,1245,66,36,72,42,42.0,39.0,medium_prop,0.681818
157,sprite_157__native_53x49__crop_59x55.png,537,1810,608,1196,661,1245,53,49,59,55,30.0,52.0,small_prop,0.696958
158,sprite_158__native_48x43__crop_54x49.png,539,1322,670,1202,718,1245,48,43,54,49,24.0,46.0,small_prop,0.640504
159,sprite_159__native_72x58__crop_78x64.png,533,2860,883,1187,955,1245,72,58,78,64,27.0,61.0,medium_prop,0.684866
160,sprite_160__native_56x45__crop_62x51.png,538,1824,961,1199,1017,1244,56,45,62,51,21.0,48.0,medium_prop,0.72381
161,sprite_161__native_59x60__crop_65x66.png,532,2237,1021,1185,1080,1245,59,60,65,66,36.0,63.0,medium_prop,0.631921
