id,x,y,semantic_name,family,geometry_class,connectivity_class,condition,presentation_role,placement_rule,review_required,confidence,usage_tags
wall_09_03,9,3,railing_plain_b,civic_railing,railing,front_edge,intact,front_edge_module,plaza_or_drop_edge,False,0.98,railing|plaza_edge
wall_10_03,10,3,railing_plain_c,civic_railing,railing,front_edge,intact,front_edge_module,plaza_or_drop_edge,False,0.98,railing|plaza_edge
wall_11_03,11,3,amber_service_gate_a,service_gate_edge,gate_edge,front_edge,intact,front_edge_module,service_gate_or_control_edge,False,0.98,gate|amber|service
wall_12_03,12,3,amber_service_gate_b,service_gate_edge,gate_edge,front_edge,intact,front_edge_module,service_gate_or_control_edge,False,0.98,gate|amber|service
wall_13_03,13,3,railing_dense,civic_railing,railing,front_edge,intact,front_edge_module,plaza_or_drop_edge,False,0.98,railing|secure_edge
wall_00_04,0,4,broken_masonry_corner,retaining_wall,broken_corner,corner,damaged,front_edge_module,exposed_retaining_face,False,0.98,retaining|damage|corner
wall_01_04,1,4,plain_masonry_wall_a,retaining_wall,straight,front_edge,intact,front_edge_module,exposed_retaining_face,False,0.98,retaining|masonry
wall_02_04,2,4,plain_masonry_wall_damaged,retaining_wall,straight,front_edge,worn,front_edge_module,exposed_retaining_face,False,0.98,retaining|masonry|wear
wall_03_04,3,4,pipe_corner_a,pipe_retaining,corner,corner,intact,front_edge_module,retaining_or_service_edge,True,0.82,pipe|corner|retaining
wall_04_04,4,4,pipe_corner_b,pipe_retaining,corner,corner,intact,front_edge_module,retaining_or_service_edge,True,0.82,pipe|corner|retaining
wall_05_04,5,4,pipe_retaining_straight_e,pipe_retaining,straight,horizontal_run,intact,front_edge_module,retaining_or_service_edge,False,0.98,pipe|retaining
wall_06_04,6,4,grille_retaining_straight_a,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_07_04,7,4,grille_retaining_terminal,grille_retaining,terminal,terminal,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining|terminal
wall_08_04,8,4,grille_retaining_straight_b,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_09_04,9,4,grille_retaining_straight_c,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_10_04,10,4,grille_retaining_straight_d,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_11_04,11,4,grille_retaining_straight_e,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_12_04,12,4,grille_retaining_broken,grille_retaining,broken,front_edge,damaged,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining|damage
wall_13_04,13,4,grille_retaining_post,grille_retaining,post,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining|post
wall_00_05,0,5,grille_retaining_terminal_right,grille_retaining,terminal,terminal,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining|terminal
wall_01_05,1,5,sloped_retaining_ramp,retaining_transition,slope,slope,intact,transition_module,authored_slope_or_stair_edge,True,0.82,ramp|retaining|elevation
wall_02_05,2,5,grille_wall_a,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_03_05,3,5,grille_wall_b,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_04_05,4,5,grille_wall_c,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_05_05,5,5,grille_wall_d,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|retaining
wall_06_05,6,5,grille_wall_post,grille_retaining,post,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|post
wall_07_05,7,5,damaged_grille_wall,grille_retaining,broken,front_edge,damaged,front_edge_module,industrial_retaining_edge,False,0.98,grille|damage
wall_08_05,8,5,heavy_grille_wall,grille_retaining,straight,front_edge,intact,front_edge_module,industrial_retaining_edge,False,0.98,grille|heavy
wall_09_05,9,5,ornamental_rail_a,ornamental_railing,railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|ornamental
wall_10_05,10,5,ornamental_rail_b,ornamental_railing,railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|ornamental
wall_11_05,11,5,ornamental_rail_c,ornamental_railing,railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|ornamental
wall_12_05,12,5,ornamental_rail_teal_a,ornamental_railing,railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|ornamental|teal
wall_13_05,13,5,ornamental_rail_teal_b,ornamental_railing,railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|ornamental|teal
wall_00_06,0,6,ornamental_railing_intact,ornamental_railing,railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|ornamental
wall_01_06,1,6,damaged_railing_slope_a,retaining_transition,damaged_slope,slope,damaged,transition_module,authored_slope_or_stair_edge,True,0.82,railing|slope|damage
wall_02_06,2,6,damaged_railing_slope_b,retaining_transition,damaged_slope,slope,damaged,transition_module,authored_slope_or_stair_edge,True,0.82,railing|slope|damage
wall_03_06,3,6,ornamental_railing_post,ornamental_railing,railing_post,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|post
wall_04_06,4,6,plain_wall_terminal,retaining_wall,terminal,terminal,intact,front_edge_module,exposed_retaining_face,False,0.98,retaining|terminal
wall_05_06,5,6,industrial_panel_wall,industrial_facade,panel_wall,front_facade,worn,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|panel
wall_06_06,6,6,rubble_slope_a,rubble_transition,rubble_slope,slope,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|slope
wall_07_06,7,6,rubble_slope_b,rubble_transition,rubble_slope,slope,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|slope
wall_08_06,8,6,rubble_slope_c,rubble_transition,rubble_slope,slope,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|slope
wall_09_06,9,6,rubble_slope_d,rubble_transition,rubble_slope,slope,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|slope
wall_10_06,10,6,heavy_industrial_facade_a,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_11_06,11,6,heavy_industrial_facade_b,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_12_06,12,6,heavy_industrial_facade_c,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_13_06,13,6,heavy_industrial_facade_d,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_00_07,0,7,heavy_industrial_facade_e,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_01_07,1,7,heavy_industrial_facade_f,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_02_07,2,7,heavy_industrial_facade_g,industrial_facade,heavy_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|secure
wall_03_07,3,7,service_facade_small,service_facade,panel_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,service|panel
wall_04_07,4,7,civic_gate_rect_open,service_facade,rect_opening,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,gate|service
wall_05_07,5,7,service_facade_panel,service_facade,panel_facade,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,service|panel
wall_06_07,6,7,service_facade_window,service_facade,window,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,service|window
wall_07_07,7,7,service_facade_door,service_facade,door,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,service|door
wall_08_07,8,7,ornate_gate_dark_a,ornate_facade,gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_09_07,9,7,ornate_gate_dark_b,ornate_facade,gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_10_07,10,7,ornate_machine_facade,ornate_facade,machine_facade,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|machine
wall_11_07,11,7,arched_door_civic_a,ornate_facade,arched_door,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,civic|door
wall_12_07,12,7,arched_door_civic_b,ornate_facade,arched_door,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,civic|door
wall_13_07,13,7,arched_door_civic_c,ornate_facade,arched_door,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,civic|door
wall_00_08,0,8,ornate_arch_gate_a,ornate_facade,arched_gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_01_08,1,8,ornate_arch_gate_b,ornate_facade,arched_gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_02_08,2,8,ornate_arch_gate_c,ornate_facade,arched_gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_03_08,3,8,ornate_arch_gate_d,ornate_facade,arched_gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_04_08,4,8,ornate_arch_gate_e,ornate_facade,arched_gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_05_08,5,8,ornate_arch_gate_f,ornate_facade,arched_gate,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|gate
wall_06_08,6,8,ornate_small_door,ornate_facade,door,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|door
wall_07_08,7,8,ornate_facade_plain,ornate_facade,plain_facade,front_facade,intact,front_facade_module,formal_front_facade,False,0.98,ornate|facade
wall_08_08,8,8,teal_double_door_a,station_facade,double_door,front_facade,intact,front_facade_module,station_or_formal_front_facade,False,0.98,station|door|teal
wall_09_08,9,8,teal_double_door_b,station_facade,double_door,front_facade,intact,front_facade_module,station_or_formal_front_facade,False,0.98,station|door|teal
wall_10_08,10,8,dark_double_door,station_facade,double_door,front_facade,intact,front_facade_module,station_or_formal_front_facade,False,0.98,station|door
wall_11_08,11,8,teal_double_door_c,station_facade,double_door,front_facade,intact,front_facade_module,station_or_formal_front_facade,False,0.98,station|door|teal
wall_12_08,12,8,teal_double_door_d,station_facade,double_door,front_facade,intact,front_facade_module,station_or_formal_front_facade,False,0.98,station|door|teal
wall_13_08,13,8,vertical_service_gate,station_facade,vertical_gate,front_facade,intact,front_facade_module,station_or_formal_front_facade,False,0.98,station|gate
wall_00_09,0,9,sealed_hazard_door,damaged_facade,sealed_door,front_facade,worn,damage_module,explicit_authored_damage_only,False,0.86,damage|door
wall_01_09,1,9,ornate_gate_damaged_top,damaged_facade,gate,front_facade,worn,damage_module,explicit_authored_damage_only,False,0.86,damage|gate
wall_02_09,2,9,rubble_breach_left,rubble_transition,breach,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|breach
wall_03_09,3,9,door_rubble_left,damaged_facade,door_breach,damage_transition,damaged,damage_module,explicit_authored_damage_only,False,0.86,door|rubble
wall_04_09,4,9,rubble_breach_center_a,rubble_transition,breach,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|breach
wall_05_09,5,9,rubble_breach_right_a,rubble_transition,breach,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|breach
wall_06_09,6,9,rubble_breach_center_b,rubble_transition,breach,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|breach
wall_07_09,7,9,rubble_pile_open,rubble_transition,rubble_open,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|open
wall_08_09,8,9,collapsed_facade_window,damaged_facade,collapsed_window,front_facade,damaged,damage_module,explicit_authored_damage_only,False,0.86,damage|window
wall_09_09,9,9,intact_window_facade_a,damaged_facade,window,front_facade,worn,damage_module,explicit_authored_damage_only,False,0.86,window|worn
wall_10_09,10,9,broken_facade_large_hole,damaged_facade,breach,front_facade,damaged,damage_module,explicit_authored_damage_only,False,0.86,damage|breach
wall_11_09,11,9,destroyed_facade_void,damaged_facade,breach,front_facade,damaged,damage_module,explicit_authored_damage_only,False,0.86,damage|void
wall_12_09,12,9,intact_window_facade_b,damaged_facade,window,front_facade,worn,damage_module,explicit_authored_damage_only,False,0.86,window|worn
wall_13_09,13,9,circular_sealed_wall,damaged_facade,sealed_wall,front_facade,worn,damage_module,explicit_authored_damage_only,False,0.86,sealed|masonry
wall_00_10,0,10,rubble_breach_wall,rubble_transition,breach,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble|breach
wall_01_10,1,10,narrow_gate_facade,industrial_facade,gate,front_facade,worn,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|gate
wall_02_10,2,10,rubble_pile_large,rubble_transition,rubble_open,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble
wall_03_10,3,10,rubble_pile_long,rubble_transition,rubble_open,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble
wall_04_10,4,10,damaged_service_facade,damaged_facade,service_facade,front_facade,damaged,damage_module,explicit_authored_damage_only,False,0.86,service|damage
wall_05_10,5,10,broken_railing_facade,damaged_facade,railing_facade,front_facade,damaged,damage_module,explicit_authored_damage_only,False,0.86,railing|damage
wall_06_10,6,10,hazard_wall_damaged,hazard_facade,wall,front_facade,damaged,front_edge_module,industrial_hazard_edge,False,0.98,hazard|damage
wall_07_10,7,10,service_wall_broken_terminal,hazard_facade,terminal,terminal,damaged,front_edge_module,industrial_hazard_edge,False,0.98,service|hazard|damage
wall_08_10,8,10,hazard_gate_side_a,hazard_facade,gate_side,front_facade,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|gate
wall_09_10,9,10,hazard_gate_side_b,hazard_facade,gate_side,front_facade,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|gate
wall_10_10,10,10,hazard_retaining_straight_a,hazard_facade,straight,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|retaining
wall_11_10,11,10,hazard_retaining_straight_b,hazard_facade,straight,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|retaining
wall_12_10,12,10,service_panel_hazard,hazard_facade,service_panel,front_facade,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|service
wall_13_10,13,10,hazard_retaining_straight_c,hazard_facade,straight,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|retaining
wall_00_11,0,11,hazard_railing_wall,hazard_facade,railing_wall,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|railing
wall_01_11,1,11,hazard_retaining_wall,hazard_facade,straight,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|retaining
wall_02_11,2,11,rubble_cluster_low,rubble_transition,rubble_open,damage_transition,damaged,damage_module,explicit_authored_damage_only,True,0.82,rubble
wall_03_11,3,11,hazard_gate_panel,hazard_facade,gate_panel,front_facade,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|gate
wall_04_11,4,11,service_gate_panel,hazard_facade,service_panel,front_facade,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|service
wall_05_11,5,11,hazard_retaining_plain,hazard_facade,straight,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|retaining
wall_06_11,6,11,hazard_plate_wall,hazard_facade,plate_wall,front_facade,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|plate
wall_07_11,7,11,hazard_slope_transition,hazard_transition,slope,slope,intact,transition_module,authored_hazard_corner_or_slope,True,0.82,hazard|slope
wall_08_11,8,11,hazard_inner_corner_a,hazard_transition,angled_corner,corner,intact,transition_module,authored_hazard_corner_or_slope,True,0.82,hazard|corner
wall_09_11,9,11,canal_edge_straight_a,canal_edge,straight,horizontal_run,intact,boundary_module,water_or_channel_boundary,False,0.98,canal|water_edge
wall_10_11,10,11,canal_edge_straight_b,canal_edge,straight,horizontal_run,intact,boundary_module,water_or_channel_boundary,False,0.98,canal|water_edge
wall_11_11,11,11,canal_corner_a,canal_edge,angled_corner,corner,intact,boundary_module,water_or_channel_boundary,True,0.8,canal|water_edge|corner
wall_12_11,12,11,canal_corner_b,canal_edge,angled_corner,corner,intact,boundary_module,water_or_channel_boundary,True,0.8,canal|water_edge|corner
wall_13_11,13,11,canal_edge_straight_c,canal_edge,straight,horizontal_run,intact,boundary_module,water_or_channel_boundary,False,0.98,canal|water_edge
wall_00_12,0,12,chain_railing_a,ornamental_railing,chain_railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|chain
wall_01_12,1,12,chain_railing_b,ornamental_railing,chain_railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|chain
wall_02_12,2,12,chain_railing_c,ornamental_railing,chain_railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|chain
wall_03_12,3,12,chain_railing_d,ornamental_railing,chain_railing,front_edge,intact,front_edge_module,formal_or_civic_edge,False,0.98,railing|chain
wall_04_12,4,12,broken_chain_railing,ornamental_railing,broken_railing,front_edge,damaged,front_edge_module,formal_or_civic_edge,False,0.98,railing|chain|damage
wall_05_12,5,12,stair_railing_transition,retaining_transition,stair_transition,slope,intact,transition_module,authored_slope_or_stair_edge,True,0.82,stairs|railing
wall_06_12,6,12,hazard_stair_slope,hazard_transition,stair_slope,slope,intact,transition_module,authored_hazard_corner_or_slope,True,0.82,hazard|stairs
wall_07_12,7,12,hazard_wall_straight,hazard_facade,straight,front_edge,intact,front_edge_module,industrial_hazard_edge,False,0.98,hazard|retaining
wall_08_12,8,12,hazard_corner_diagonal,hazard_transition,angled_corner,corner,intact,transition_module,authored_hazard_corner_or_slope,True,0.82,hazard|corner
wall_09_12,9,12,canal_wall_straight_a,canal_edge,straight,horizontal_run,intact,boundary_module,water_or_channel_boundary,False,0.98,canal|water_edge
wall_10_12,10,12,canal_wall_straight_b,canal_edge,straight,horizontal_run,intact,boundary_module,water_or_channel_boundary,False,0.98,canal|water_edge
wall_11_12,11,12,canal_corner_diagonal,canal_edge,angled_corner,corner,intact,boundary_module,water_or_channel_boundary,True,0.8,canal|water_edge|corner
wall_12_12,12,12,canal_wall_straight_c,canal_edge,straight,horizontal_run,intact,boundary_module,water_or_channel_boundary,False,0.98,canal|water_edge
wall_13_12,13,12,canal_pool_vertical_end,canal_edge,endcap,terminal,intact,boundary_module,water_or_channel_boundary,True,0.8,canal|water_edge|end
wall_00_13,0,13,service_railing_a,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing
wall_01_13,1,13,service_railing_b,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing
wall_02_13,2,13,hazard_service_railing,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing|hazard
wall_03_13,3,13,industrial_wall_panel,industrial_facade,panel_wall,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|panel
wall_04_13,4,13,service_railing_c,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing
wall_05_13,5,13,hazard_service_wall,industrial_facade,hazard_wall,front_facade,intact,front_facade_module,south_or_player_facing_facade,False,0.98,industrial|hazard
wall_06_13,6,13,pipe_service_railing,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing|pipe
wall_07_13,7,13,service_railing_d,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing
wall_08_13,8,13,service_railing_e,service_railing,railing,front_edge,intact,front_edge_module,service_or_industrial_edge,False,0.98,service|railing
